"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"2019","3","A","골목상권","1000042","청구로17길","125","7","4","","1","13","3","3","","","","","","3","6","","","","1","10"
"2019","3","A","골목상권","1000043","청구로1길","74","2","2","","","6","1","3","1","1","","","","","2","","","","1","14"
"2019","3","A","골목상권","1000044","퇴계로12길","165","6","5","","","7","3","2","","1","","","","6","43","","","","1","12"
"2019","3","A","골목상권","1000045","퇴계로18길","179","7","5","","","4","2","3","","1","3","","","7","56","","","","1","16"
"2019","3","A","골목상권","1000046","퇴계로46길","137","4","6","","1","11","1","1","","","12","","","","33","","","","1","8"
"2019","3","A","골목상권","1000047","퇴계로56길","189","5","7","","","10","1","1","","","12","","","4","43","","","","4","16"
"2019","3","A","골목상권","1000048","퇴계로8길","171","8","10","","","9","1","","","","","","1","6","19","","","","1","16"
"2019","3","A","골목상권","1000049","퇴계로90길","139","7","7","","","12","1","1","","1","","","","","10","","","","1","21"
"2019","3","A","골목상권","1000050","녹사평대로11길","39","2","","","","","1","1","1","","","","","3","1","","","","1","15"
"2019","3","A","골목상권","1000051","녹사평대로26길","158","7","7","","","5","","1","","","7","","","8","22","","","","1","33"
"2019","3","A","골목상권","1000052","녹사평대로32길","126","3","6","","","4","","1","","","","","","4","20","","","","2","23"
"2019","3","A","골목상권","1000053","녹사평대로40나길","92","4","5","","","3","","1","","","","","","1","12","","","","1","19"
"2019","3","A","골목상권","1000054","녹사평대로46길","72","3","5","","","4","1","1","","1","","","","","5","","","","","21"
"2019","3","A","골목상권","1000055","대사관로34길","104","6","7","6","1","12","","","","","","","1","","9","","","","1","17"
"2019","3","A","골목상권","1000056","두텁바위로1길","184","10","7","","","16","1","1","1","1","","","","","22","","","","2","35"
"2019","3","A","골목상권","1000057","백범로79길","123","5","3","","","7","1","1","1","1","5","","1","","11","","","","1","33"
"2019","3","A","골목상권","1000058","백범로90길","82","7","2","","","4","1","2","","","","","2","","4","","","","1","22"
"2019","3","A","골목상권","1000059","서빙고로71길","52","10","","","","1","1","1","2","1","","","","3","2","","","","1","15"
"2019","3","A","골목상권","1000060","소월로20길","74","4","","","","4","","1","2","2","","","","4","2","","","","","29"
"2019","3","A","골목상권","1000061","신흥로20길","84","6","","","","6","","1","2","2","","","","4","3","","","","","27"
"2019","3","A","골목상권","1000062","우사단로10길","137","8","4","4","1","15","1","1","","","7","","","3","19","","","","","22"
"2019","3","A","골목상권","1000063","우사단로14길","151","12","2","","","7","","1","","","7","","","5","25","","","","1","26"
"2019","3","A","골목상권","1000064","우사단로4길","80","2","3","","","6","1","1","","","7","","","3","15","","","","","16"
"2019","3","A","골목상권","1000065","원효로19길","96","6","7","","","8","2","1","1","1","","","1","5","2","","","","1","29"
"2019","3","A","골목상권","1000066","원효로41길","100","7","7","","","8","2","","1","1","","","1","5","3","","","","1","23"
"2019","3","A","골목상권","1000067","원효로53길","149","8","8","","","13","3","2","","","","","2","","7","","","","1","36"
"2019","3","A","골목상권","1000068","원효로89길","140","5","6","","","10","","1","2","2","","","1","","27","","","","2","22"
"2019","3","A","골목상권","1000069","이촌로22길","48","2","3","","","7","","","","","","","","2","1","","","","1","13"
"2019","3","A","골목상권","1000070","이태원로27길","185","10","7","","","4","","1","","","","","","7","23","","","","2","33"
"2019","3","A","골목상권","1000071","이태원로54길","133","17","2","5","1","4","1","1","","","","","","6","17","","","","1","27"
"2019","3","A","골목상권","1000072","장문로45길","86","3","2","","","10","1","","1","1","7","","","","7","","","","","19"
"2019","3","A","골목상권","1000073","청파로47길","178","7","7","","","12","1","2","2","2","12","","","","38","","","","3","22"
"2019","3","A","골목상권","1000074","청파로47나길","139","5","4","","","11","1","1","","","12","","","","31","","","","2","21"
"2019","3","A","골목상권","1000075","청파로71길","117","4","4","","","14","1","2","1","1","6","","1","","14","","","","1","20"
"2019","3","A","골목상권","1000076","청파로73길","92","5","5","","1","11","","","2","2","","","1","2","9","","","","2","20"
"2019","3","A","골목상권","1000077","한강대로104길","136","8","8","","","14","1","1","","","","","","1","14","","","","2","17"
"2019","3","A","골목상권","1000078","한강대로15길","64","2","4","","","8","","1","","1","","","","2","2","","","","1","16"
"2019","3","A","골목상권","1000079","한강대로43길","105","6","12","","","7","","1","","","","","","4","5","","","","3","16"
"2019","3","A","골목상권","1000080","한강대로52길","69","5","4","","","3","","1","","","","","","","5","","","","2","6"
"2019","3","A","골목상권","1000081","한강대로62길","71","5","2","","","4","","1","","","","","1","1","5","","","","3","10"
"2019","3","A","골목상권","1000082","한강대로7길","70","2","4","","","9","","1","","","","","","3","2","","","","1","16"
"2019","3","A","골목상권","1000083","한강대로88길","110","6","6","","","9","","1","1","1","","","","","14","","","","2","23"
"2019","3","A","골목상권","1000084","한남대로20길","111","16","10","6","1","8","","","","","","","2","","8","","","","","17"
"2019","3","A","골목상권","1000085","회나무로13길","86","5","4","","","4","1","1","","1","","","","1","4","","","","","31"
"2019","3","A","골목상권","1000086","효창원로39길","94","5","1","","","7","3","1","","","","","1","","2","","","","2","30"
"2019","3","A","골목상권","1000087","후암로28길","101","5","1","","","11","1","2","1","1","","","","1","3","","","","","24"
"2019","3","A","골목상권","1000088","고산자로6길","200","4","6","5","2","16","2","2","1","1","36","","2","3","23","","","","2","36"
"2019","3","A","골목상권","1000089","금호산2길","133","2","3","","","16","1","1","","","","","","","2","","","","","33"
"2019","3","A","골목상권","1000090","금호산길","154","4","4","","1","14","","2","1","1","","","2","","5","","","","1","46"
"2019","3","A","골목상권","1000091","둘레9길","88","4","1","","","14","2","","1","1","","","2","","","","","","","20"
"2019","3","A","골목상권","1000092","뚝섬로5길","70","4","6","","","5","2","2","2","2","","","","1","6","","","","1","13"
"2019","3","A","골목상권","1000093","마장로27길","82","7","2","","","7","4","1","","","","","","3","3","","","","1","17"
"2019","3","A","골목상권","1000094","마장로39길","67","2","3","","","8","3","1","1","","","","","","2","","","","3","11"
"2019","3","A","골목상권","1000095","마조로16길","75","3","2","","","6","3","2","3","1","","","","","5","","","","3","13"
"2019","3","A","골목상권","1000096","마조로1길","138","4","3","5","2","10","1","1","2","1","36","","","3","23","","","","5","17"
"2019","3","A","골목상권","1000097","매봉길","110","5","1","","","6","3","2","","1","","","2","","","","","","1","35"
"2019","3","A","골목상권","1000098","무수막길","94","4","2","","1","6","","1","","","","","1","","3","","","","1","28"
"2019","3","A","골목상권","1000099","무학로6길","129","4","2","1","2","13","3","1","","","","","","2","4","","","","2","23"
"2019","3","A","골목상권","1000100","무학봉28길","168","4","4","","1","19","1","1","","","","","2","","11","","","","","13"
"2019","3","A","골목상권","1000101","무학봉길","83","4","1","","","9","2","2","","","","","1","","8","","","","","9"
"2019","3","A","골목상권","1000102","사근동길","119","3","2","5","1","9","2","2","2","1","36","","","1","20","","","","1","18"
"2019","3","A","골목상권","1000103","상원12길","59","1","3","","1","2","","","","","2","","1","1","2","","","","2","12"
"2019","3","A","골목상권","1000104","상원길","84","1","9","","1","8","","","1","1","2","","1","","2","","","","1","15"
"2019","3","A","골목상권","1000105","서울숲2길","52","1","2","","","4","","","1","1","2","","1","2","3","","","","1","10"
"2019","3","A","골목상권","1000106","성덕정17길","115","2","2","","","16","4","1","2","","","","2","1","4","","","","1","29"
"2019","3","A","골목상권","1000107","성덕정길","63","5","","","","5","2","1","1","1","","","","","","","","","","22"
"2019","3","A","골목상권","1000108","성수이로18길","80","2","11","","2","6","2","2","1","","","","","2","13","","","","1","11"
"2019","3","A","골목상권","1000109","성수이로7길","88","2","7","","","13","3","2","2","","","","2","2","7","","","","1","11"
"2019","3","A","골목상권","1000110","성수일로6길","110","3","15","","","14","1","1","1","1","","","1","1","8","","","","2","11"
"2019","3","A","골목상권","1000111","송정12라길","89","1","1","","","12","1","1","","","","","","1","9","","","","","11"
"2019","3","A","골목상권","1000112","송정4가길","111","4","4","","1","10","","","","","","","","1","12","","","","","18"
"2019","3","A","골목상권","1000113","아차산로11길","69","5","9","","1","4","","1","","","","","","1","4","","","","1","8"
"2019","3","A","골목상권","1000114","아차산로15길","93","4","10","","2","5","1","1","","","","","","1","15","","","","","18"
"2019","3","A","골목상권","1000115","아차산로5길","111","5","12","","1","11","","","","","","","2","1","6","","","","3","16"
"2019","3","A","골목상권","1000116","왕십리로14길","73","2","4","","","6","","","","","2","","2","1","4","","","","1","12"
"2019","3","A","골목상권","1000117","왕십리로21길","145","6","5","","","16","2","3","1","1","","","2","","7","","","","1","19"
"2019","3","A","골목상권","1000118","왕십리로26길","189","6","5","1","2","19","3","1","","","","","2","2","10","","","","3","24"
"2019","3","A","골목상권","1000119","왕십리로31길","131","5","2","1","2","12","1","2","","1","","","1","","11","","","","1","25"
"2019","3","A","골목상권","1000120","왕십리로6길","100","3","7","","","8","1","1","1","1","2","","2","2","4","","","","2","20"
"2019","3","A","골목상권","1000121","용답29길","134","5","6","","3","18","1","1","","","","","1","4","4","","","","2","16"
"2019","3","A","골목상권","1000122","용답중앙길","106","3","4","","2","14","1","1","","","","","1","1","2","","","","3","14"
